Vendor ID,Company Name,Vendor Type,GST Number,Contact Person,Email,Phone Number,Address,Bank Account,Payment Terms,Contract Start Date,Annual Contract Value,Service Rating,Last Transaction Date,Primary Location
VEN897305,Naik and Sons,Service Provider,49CZ619627,Amol Loke,contact@naikandsons.com,9610290205,"03/229, Modi Nagar, Nandyal 689499",027238245202,Advance,29-11-2023,INR 9785279,2,28-03-2024,Unnao
VEN160894,Misra-Barad,Consultant,60FA518332,Zaitra More,contact@misra-barad.com,9444073623,"22/749, Oommen Marg, Amroha 483023",210644994935,Advance,17-09-2024,INR 18990576,2,02-04-2024,Katni
VEN900777,Bhalla-Brahmbhatt,Contractor,48IK075886,Chaitanya Sanghvi,contact@bhalla-brahmbhatt.com,9381568290,"H.No. 86, Gill Chowk, Bhalswa Jahangir Pur-979926",780231670436,Net 60,12-08-2024,INR 25766554,4,06-07-2024,Agra
VEN480548,"Krish, Sundaram and Das",Supplier,56YM796468,Maanav Mander,"contact@krish,sundaramanddas.com",9414921945,"224, Menon Zila, Mangalore 570000",044137564061,Net 30,10-09-2024,INR 11403936,5,19-12-2024,Burhanpur
VEN997657,Swaminathan and Sons,Supplier,02LD843951,Onveer Lata,contact@swaminathanandsons.com,9204027707,"86/83, Boase Road, Tezpur-989870",744862637619,Net 45,05-02-2025,INR 13487616,4,06-04-2024,Ghaziabad
VEN260694,"Bansal, Chaudry and Zacharia",Contractor,86OC246752,Harish Pai,"contact@bansal,chaudryandzacharia.com",9882111677,"20/132, Kaur Road, Aligarh-075753",039715728621,Advance,02-05-2024,INR 1170007,2,10-09-2024,Amroha
VEN962828,"Tara, Patel and Keer",Consultant,77XI954974,Christopher Deol,"contact@tara,patelandkeer.com",9388275852,"55, Dewan Ganj, Dibrugarh 574783",624973674195,Net 60,20-12-2024,INR 8947486,3,04-02-2025,Chittoor
VEN412617,Bala Inc,Service Provider,48HM701390,Raagini Narayan,contact@balainc.com,9090872711,"655, Karnik Marg, Hapur-522133",392513730306,Advance,13-05-2024,INR 38255093,2,29-11-2024,Rajkot
VEN381125,Bhatia PLC,Contractor,18FP395830,Darika Borde,contact@bhatiaplc.com,9291519880,"029, Mane Nagar, Gopalpur-564505",040489783484,Net 30,10-09-2024,INR 22231017,1,19-02-2025,Nagercoil
VEN164022,Bhakta-Uppal,Consultant,70OF256781,Anika Wason,contact@bhakta-uppal.com,9398249750,"03, Prakash Chowk, Bahraich 476177",479913287803,Advance,04-01-2025,INR 23124188,2,21-10-2024,Bhimavaram
VEN479438,Nayak-Balay,Contractor,32TU658706,Balhaar Brar,contact@nayak-balay.com,9486170247,"919, Solanki Zila, Haldia-834673",187170696523,Advance,20-11-2024,INR 25530042,3,16-12-2024,Madhyamgram
VEN088811,"Dua, Merchant and Koshy",Service Provider,18LK852455,Pahal Sarraf,"contact@dua,merchantandkoshy.com",9594077123,"H.No. 264, Mahajan Street, Suryapet-052930",854205758190,Net 30,30-07-2023,INR 7632878,2,27-03-2024,Faridabad
VEN657422,Saini-Barad,Supplier,48DX221914,Christopher Chadha,contact@saini-barad.com,9467816394,"H.No. 05, Krishnamurthy Road, Panihati-044941",445224564579,Net 45,19-03-2024,INR 21408284,4,04-08-2024,Durgapur
VEN345680,Lanka LLC,Service Provider,20WO227323,Aayush Shanker,contact@lankallc.com,9097821407,"H.No. 90, Kothari Ganj, Kishanganj 156790",432794407738,Advance,16-02-2025,INR 6207741,5,02-02-2025,Gwalior
VEN835301,Chaudhuri-Ahuja,Contractor,95JW119610,Triveni Garde,contact@chaudhuri-ahuja.com,9716670217,"43/42, Hayer Chowk, Ramgarh 729330",351907898800,Advance,05-05-2023,INR 44392926,5,11-05-2024,Karawal Nagar
VEN007917,Lanka PLC,Service Provider,23OO471500,Wishi Boase,contact@lankaplc.com,9519650000,"H.No. 88, Dutta Circle, Nellore 024427",052981806427,Net 30,01-11-2024,INR 45291961,4,01-04-2024,Raebareli
VEN425593,Samra-Sur,Contractor,41UT748908,Qadim Balay,contact@samra-sur.com,9368591983,"28/69, Kapadia Chowk, Hajipur 682772",703819901957,Net 60,03-07-2024,INR 11041919,1,12-06-2024,Kanpur
VEN496724,"Guha, Bhardwaj and Mand",Service Provider,02ZI436623,Reva Memon,"contact@guha,bhardwajandmand.com",9594475591,"H.No. 51, Choudhry Zila, Navi Mumbai 816751",307666417269,Advance,28-04-2024,INR 12354886,1,14-06-2024,Akola
VEN104051,"Chaudhuri, Ramakrishnan and Sachar",Contractor,07NP651541,Jonathan Radhakrishnan,"contact@chaudhuri,ramakrishnanandsachar.com",9935140181,"95/42, Sibal Road, Bidar 597954",550524141364,Net 45,19-09-2023,INR 13446678,5,31-01-2025,Raebareli
VEN282582,Kata PLC,Contractor,55UO345921,Luke Chana,contact@kataplc.com,9859895741,"00, Rai Nagar, Kolkata 833525",260818071225,Net 45,11-12-2023,INR 7979198,1,27-10-2024,Eluru
VEN565712,"Char, Chauhan and Taneja",Contractor,67EN435127,Harita Chada,"contact@char,chauhanandtaneja.com",9598988221,"79/671, Buch Path, Bidar-387427",787573316971,Advance,23-12-2024,INR 43457909,3,02-01-2025,Tiruchirappalli
VEN054182,"Sharaf, Kala and Sathe",Supplier,41DV759493,Madhavi Kurian,"contact@sharaf,kalaandsathe.com",9864181207,"75/02, Parsa Chowk, Ahmedabad 965079",080830302128,Advance,08-02-2024,INR 30034564,3,20-09-2024,Durg
VEN857068,"Kata, Mitra and Bahl",Service Provider,86MV654895,Pooja Kamdar,"contact@kata,mitraandbahl.com",9153333702,"52/017, Balay Nagar, Tiruppur 380835",101979133967,Net 60,11-01-2024,INR 13732863,2,09-03-2024,Bhilai
VEN918586,Jhaveri LLC,Supplier,46DO997909,Mohini Sidhu,contact@jhaverillc.com,9039618896,"H.No. 532, Upadhyay Street, Ramgarh 860920",755022359508,Advance,20-05-2024,INR 1292328,4,12-02-2025,Mehsana
VEN645849,Dhaliwal Ltd,Service Provider,29RA822126,Charita Toor,contact@dhaliwalltd.com,9461931711,"H.No. 425, Tata Nagar, Asansol-782552",765133060358,Net 60,02-03-2023,INR 20792195,1,19-11-2024,Unnao
VEN505851,Hari-Lala,Service Provider,00CX454160,Chaaya Raju,contact@hari-lala.com,9934325594,"159, Kunda Ganj, Bhilai-356299",373917311798,Advance,21-12-2024,INR 40293366,2,14-11-2024,Gulbarga
VEN588360,Mukhopadhyay-Gopal,Consultant,77HF849679,Ethan Oommen,contact@mukhopadhyay-gopal.com,9178388262,"H.No. 116, Jani Path, Hajipur 914763",676272309992,Net 45,03-07-2024,INR 28647251,5,14-02-2025,Saharsa
VEN298917,"Padmanabhan, Mishra and Sodhi",Consultant,53GZ270446,Faris Saran,"contact@padmanabhan,mishraandsodhi.com",9243791436,"62/75, Salvi Marg, Indore-929405",129192509931,Net 45,16-03-2023,INR 41696678,2,01-06-2024,Pune
VEN278742,"Bhakta, Nath and Sidhu",Consultant,18PK010850,Gunbir Pandya,"contact@bhakta,nathandsidhu.com",9940242795,"45/449, Upadhyay Zila, Nagaon-823954",891859048685,Net 30,09-04-2024,INR 48573279,2,01-09-2024,Aurangabad
VEN256370,Dey-Sodhi,Supplier,28WB797217,Yamini Pradhan,contact@dey-sodhi.com,9383709216,"H.No. 275, Rattan Ganj, Dehradun 665115",717299767438,Net 30,01-09-2023,INR 36847773,2,17-10-2024,Vadodara
VEN473284,Mitter Inc,Service Provider,98NB635346,Aryan Tailor,contact@mitterinc.com,9343835597,"H.No. 559, Dewan Road, Ujjain 505080",177225524081,Net 45,10-09-2023,INR 7968876,3,29-07-2024,Cuttack
VEN119185,"Ghose, Dey and Kaul",Service Provider,77CA299949,Barkha Sarraf,"contact@ghose,deyandkaul.com",9990567783,"521, Master Circle, Ramgarh-723041",671766945044,Advance,19-03-2023,INR 2994056,3,19-06-2024,Kota
VEN088528,Narayan LLC,Consultant,81RJ552666,Eiravati Guha,contact@narayanllc.com,9426319399,"08/45, Sachdeva Circle, Bilaspur 408758",310343599219,Net 60,03-03-2024,INR 46485973,3,25-12-2024,Cuttack
VEN305473,"Mander, Grover and Kumer",Consultant,85AT314983,Krish Bhatt,"contact@mander,groverandkumer.com",9749539106,"H.No. 82, Rau Nagar, Fatehpur-451535",420701208383,Net 60,28-11-2023,INR 11984151,1,15-11-2024,Bahraich
VEN601106,Kapadia PLC,Service Provider,37PV013608,Triya Kurian,contact@kapadiaplc.com,9996978362,"H.No. 31, Chhabra Path, Pondicherry-014071",769301432624,Net 60,06-05-2023,INR 41849686,1,06-08-2024,Gandhinagar
VEN084336,"Doctor, Jain and Uppal",Service Provider,69IM349478,Utkarsh Chauhan,"contact@doctor,jainanduppal.com",9884418474,"H.No. 190, Lata Zila, Morena-229165",277449713392,Advance,15-03-2024,INR 43890639,2,16-09-2024,Singrauli
VEN436421,Khare Inc,Contractor,36IK460926,Ucchal Nazareth,contact@khareinc.com,9563746042,"315, Pal Nagar, Alwar-015449",854843193249,Net 45,24-02-2023,INR 3395781,5,20-08-2024,Guntakal
VEN324661,Gade LLC,Supplier,67YX474496,Widisha Peri,contact@gadellc.com,9535034464,"H.No. 157, Buch Path, Patna-325546",366646425256,Net 60,21-05-2023,INR 15238992,2,01-01-2025,Hyderabad
VEN979380,"Bahl, Madan and Hari",Supplier,15DH532110,Ganga Narasimhan,"contact@bahl,madanandhari.com",9744329022,"H.No. 02, Lall Path, Tadipatri 373133",601936724346,Net 30,01-11-2024,INR 2965638,3,12-01-2025,Bally
VEN368907,Biswas Group,Contractor,13LZ615009,Amrita Choudhry,contact@biswasgroup.com,9747084559,"H.No. 31, Khalsa Chowk, Mumbai 514317",736223189486,Net 30,12-09-2024,INR 39963286,2,04-06-2024,Nizamabad
VEN841208,Dugal LLC,Consultant,34MO177257,Vasana Bali,contact@dugalllc.com,9265750831,"35/859, Saraf Street, Haldia 675959",064623118115,Advance,03-10-2024,INR 34426956,4,14-10-2024,Gwalior
VEN016781,"Gopal, Bhat and Divan",Consultant,82IT633030,Maanav Natt,"contact@gopal,bhatanddivan.com",9092547529,"H.No. 79, Sampath Road, Tenali-241762",850337990488,Advance,07-02-2025,INR 22238477,5,19-06-2024,Chandigarh
VEN767887,Sabharwal-Pradhan,Contractor,37HR454424,Dominic Prasad,contact@sabharwal-pradhan.com,9042589299,"06/374, Nayar Street, Pondicherry 451561",084711013677,Net 45,04-05-2024,INR 1446573,4,21-07-2024,Muzaffarnagar
VEN005707,Sekhon-Nagi,Supplier,87BJ279416,Dev Kari,contact@sekhon-nagi.com,9817710365,"H.No. 836, Nair Road, Bardhaman-667101",817398938137,Net 60,04-05-2024,INR 16718216,4,03-06-2024,Berhampore
VEN469849,Divan and Sons,Service Provider,23BK718438,Yochana Srinivas,contact@divanandsons.com,9737136069,"70/28, Nair Zila, Sasaram-080978",754305776945,Advance,16-11-2024,INR 31020075,1,01-10-2024,Erode
VEN367691,Krishna-Borde,Consultant,74UX385164,Laksh Rege,contact@krishna-borde.com,9197677051,"64/625, Sachar Marg, Kulti 521593",674988631869,Advance,06-02-2025,INR 43276130,4,27-06-2024,Amritsar
VEN501832,Din-Chauhan,Consultant,10UG828425,Wriddhish Nanda,contact@din-chauhan.com,9129086120,"63/54, Muni Street, Dharmavaram-306337",604941611443,Net 60,18-11-2023,INR 49547787,1,19-04-2024,North Dumdum
VEN399486,"Venkataraman, Korpal and Gour",Contractor,10ZI719582,Fitan Gara,"contact@venkataraman,korpalandgour.com",9633453549,"H.No. 278, Soman Street, Firozabad-406647",784136167988,Net 30,20-12-2024,INR 42610784,1,24-09-2024,Ujjain
VEN910846,"Raja, Sem and Garg",Service Provider,56YT782124,Abhimanyu Suresh,"contact@raja,semandgarg.com",9725293865,"97/30, Bawa, Srinagar-995017",233985823690,Advance,03-03-2024,INR 1565706,5,29-08-2024,Haridwar
VEN029929,Hayre-Gill,Service Provider,12KD394513,Odika Soni,contact@hayre-gill.com,9459048281,"73/530, Ahluwalia Ganj, Gangtok 445406",564784378985,Advance,22-04-2023,INR 2253352,3,29-06-2024,Bathinda
VEN162778,"Memon, Subramanian and Tella",Consultant,19MP562710,Michael Chowdhury,"contact@memon,subramanianandtella.com",9718601034,"76/153, Saran Ganj, Buxar-915423",638844396704,Net 60,21-05-2024,INR 16694803,3,17-10-2024,Hyderabad
VEN300735,"Sem, Bahri and Dutt",Supplier,30WH526615,Indrajit Salvi,"contact@sem,bahrianddutt.com",9396342104,"32/214, Yohannan Road, Srikakulam-503764",210220509299,Net 45,10-11-2024,INR 7642945,5,27-06-2024,Thane
VEN058887,"Nayar, Bir and Sen",Consultant,91SP423234,Ati Mahal,"contact@nayar,birandsen.com",9952885864,"76, Raja Chowk, Surendranagar Dudhrej-480708",233267812472,Net 30,08-08-2023,INR 49542272,1,07-04-2024,Mau
VEN201587,Pillay-Kapoor,Contractor,31LE554773,Eesha Subramaniam,contact@pillay-kapoor.com,9737525144,"28, Sampath Marg, Anantapuram-493320",387634014061,Advance,05-07-2024,INR 2530097,2,12-07-2024,Kamarhati
VEN110512,"Sachdev, Srinivas and Pau",Consultant,81XG696816,Watika Patla,"contact@sachdev,srinivasandpau.com",9719280931,"H.No. 166, Zachariah Street, Asansol 343251",271838527868,Net 30,21-04-2023,INR 46865056,5,03-08-2024,Kollam
VEN445148,"Sarraf, Tandon and Apte",Service Provider,17XH722553,Divya Sha,"contact@sarraf,tandonandapte.com",9483105121,"88, Upadhyay Marg, Sonipat-118775",945964357325,Advance,20-09-2023,INR 24122881,4,18-10-2024,Ghaziabad
VEN457199,Shroff Group,Contractor,97ID583371,Ishaan Bhardwaj,contact@shroffgroup.com,9804905280,"86, Ravel Road, Bally-579373",725351905650,Net 45,03-07-2024,INR 44538063,3,06-09-2024,Eluru
VEN770721,Wagle Inc,Service Provider,96KA879535,Divya Apte,contact@wagleinc.com,9029118256,"H.No. 98, Seshadri Road, Chandrapur-438322",343061483245,Net 30,23-03-2024,INR 23907119,1,18-02-2025,Gangtok
VEN572930,Saxena Group,Service Provider,57HX882612,Omya Bakshi,contact@saxenagroup.com,9248252621,"68/453, Khatri, Tiruppur 818334",188686180939,Net 30,06-08-2023,INR 42983714,2,02-12-2024,Latur
VEN926902,Rao-Sastry,Service Provider,94FF373714,Baghyawati Roy,contact@rao-sastry.com,9329707166,"978, Palla Marg, Cuttack-854777",266653340863,Advance,25-03-2023,INR 30070913,2,09-07-2024,Begusarai
VEN225884,Dubey-Naik,Supplier,27YO055543,Bina Lanka,contact@dubey-naik.com,9712259955,"H.No. 017, Iyengar, Srinagar-237689",306135841123,Net 30,18-05-2024,INR 27067283,4,01-08-2024,Visakhapatnam
VEN980124,"Goswami, Dhillon and Din",Consultant,82XB857820,Champak Khalsa,"contact@goswami,dhillonanddin.com",9229635839,"131, Sengupta Marg, Kavali-529208",034410335615,Net 45,18-11-2023,INR 43869169,3,20-11-2024,Ghaziabad
VEN801944,"Palan, Chauhan and Ghosh",Contractor,46TO924508,Janya Sridhar,"contact@palan,chauhanandghosh.com",9706369810,"83/409, Kunda Ganj, Gangtok-088571",665385444654,Advance,05-03-2024,INR 21661677,2,03-03-2024,Madanapalle
VEN509930,Ram-Narain,Consultant,91YL823443,Rajeshri Gupta,contact@ram-narain.com,9508945316,"H.No. 463, Bhatt, Eluru-952550",203634735267,Advance,06-12-2023,INR 40716475,2,29-09-2024,Karimnagar
VEN733461,Grover Group,Supplier,68WN793425,Arin Shere,contact@grovergroup.com,9883874522,"07/225, Gole Zila, Farrukhabad 141379",664094428412,Net 45,02-12-2023,INR 31947734,5,04-01-2025,Udaipur
VEN989961,"Dube, Walia and Narayanan",Consultant,17SD725280,Odika Pant,"contact@dube,waliaandnarayanan.com",9024613413,"312, Goswami, Jalandhar 688598",064342318560,Advance,16-09-2023,INR 36963472,3,24-12-2024,Kurnool
VEN141436,Pradhan-Korpal,Supplier,58LM159067,Ekantika Gera,contact@pradhan-korpal.com,9674697415,"977, Din Street, Kanpur 520620",136765860836,Net 45,17-11-2023,INR 42656829,2,14-03-2024,Jehanabad
VEN648894,Tiwari Group,Supplier,27VM087864,Janaki Patla,contact@tiwarigroup.com,9708819798,"H.No. 554, Sridhar Street, Bilaspur-959836",160565581599,Net 45,16-06-2024,INR 13130385,3,10-12-2024,Kota
VEN232010,"Dayal, Korpal and Patla",Consultant,64RZ405182,Irya Hari,"contact@dayal,korpalandpatla.com",9424380488,"10/57, Luthra Chowk, Nandyal-881860",326044052670,Net 45,03-04-2023,INR 49816368,5,07-04-2024,Farrukhabad
VEN835151,Joshi-Bal,Consultant,13VY193630,Gabriel Chaudhuri,contact@joshi-bal.com,9740558899,"84, Chawla Street, Anand 693038",465587312214,Advance,14-08-2024,INR 4398599,3,16-02-2025,Nashik
VEN539368,Dua-Chhabra,Contractor,23EJ592020,Kavya Mody,contact@dua-chhabra.com,9260480594,"81/86, Saha Path, Ghaziabad-265348",133967597118,Net 30,12-03-2024,INR 34015147,4,24-08-2024,Aurangabad
VEN764091,"Sridhar, Varty and Ganesh",Consultant,80DN017651,Ucchal Nath,"contact@sridhar,vartyandganesh.com",9548133100,"60/71, Bhagat Marg, Baranagar 412625",517196787927,Net 60,03-02-2025,INR 33151049,5,12-05-2024,Nangloi Jat
VEN307475,Comar-Ahuja,Service Provider,09VF743686,Ijaya Vyas,contact@comar-ahuja.com,9845056121,"H.No. 76, Sankar Street, Sagar-515514",489079658772,Net 45,17-08-2023,INR 34341434,4,17-10-2024,Chittoor
VEN466947,Thaman-Kala,Supplier,40GR643080,Balhaar Chahal,contact@thaman-kala.com,9607059728,"42, Gaba Street, Saharsa-352064",324007744505,Net 60,20-03-2023,INR 24892852,4,20-09-2024,Akola
VEN332391,Ramanathan and Sons,Consultant,43JI248164,Kai Pandya,contact@ramanathanandsons.com,9768758707,"02, Chakraborty Road, Jorhat-758971",440909811673,Net 45,25-08-2023,INR 24823963,4,30-04-2024,Purnia
VEN177707,Seshadri-Prakash,Supplier,65KD793609,Lila Raval,contact@seshadri-prakash.com,9010107163,"83/963, Mani Circle, Surendranagar Dudhrej-671909",085230002145,Net 45,07-11-2023,INR 46752785,3,18-12-2024,Tenali
VEN928563,Hayre PLC,Service Provider,86RR833786,Nandini Karpe,contact@hayreplc.com,9859786373,"H.No. 49, Bava, North Dumdum 113346",770636727770,Net 60,05-06-2024,INR 32285116,1,19-03-2024,Bathinda
VEN456550,Tella Inc,Contractor,64RP180164,Kalpit Bawa,contact@tellainc.com,9597278981,"H.No. 365, Sem Nagar, Howrah-976249",432910093674,Net 30,27-10-2024,INR 13707914,5,11-09-2024,Kolhapur
VEN446950,"Kibe, Raja and De",Consultant,06AF761528,Chandran Bir,"contact@kibe,rajaandde.com",9129778236,"41/568, Varkey, Karimnagar-133117",944742021736,Advance,28-04-2024,INR 42807406,3,22-08-2024,Hindupur
VEN247014,"Kunda, Butala and Deo",Service Provider,96VS931731,Neha Sridhar,"contact@kunda,butalaanddeo.com",9563184977,"73/75, Deshmukh Zila, Bhalswa Jahangir Pur-673404",836153126920,Net 60,28-07-2024,INR 27795481,3,11-09-2024,Chennai
VEN577959,Naidu-Patil,Consultant,53QJ396687,Yuvraj Dara,contact@naidu-patil.com,9294445763,"46/56, Merchant Road, Khammam-378960",718297668326,Net 30,11-08-2024,INR 43006107,3,28-12-2024,Amaravati
VEN054509,Seshadri Ltd,Consultant,30GK527230,Harrison Hayre,contact@seshadriltd.com,9039571675,"13/14, Bora Chowk, Madurai 862331",152288443465,Advance,26-07-2023,INR 16064794,5,09-09-2024,Panihati
VEN806685,Sidhu PLC,Supplier,66BV777580,Hredhaan Kaur,contact@sidhuplc.com,9982381870,"963, Sethi Ganj, Gwalior 951780",547994266224,Net 60,15-04-2024,INR 19352777,4,01-10-2024,Medininagar
VEN096741,"Chad, Dave and Prashad",Service Provider,87WQ732609,Irya Bajaj,"contact@chad,daveandprashad.com",9821524717,"H.No. 73, Dave Path, Jamnagar 691043",995445580474,Net 45,15-09-2023,INR 19824458,4,26-02-2024,Rajpur Sonarpur
VEN722285,Manda Group,Consultant,14OQ496133,Ekanta Loke,contact@mandagroup.com,9003970067,"79, Rajagopal Nagar, Nagercoil-167481",050055648309,Net 30,10-08-2023,INR 11291159,2,10-08-2024,Coimbatore
VEN278423,"Deshmukh, Bhatt and Kara",Supplier,65ES366817,Ekani Mittal,"contact@deshmukh,bhattandkara.com",9870427426,"65/77, Sandhu Marg, Gwalior-593335",497772646535,Net 45,22-07-2024,INR 31561860,3,22-01-2025,Bhusawal
VEN352159,Salvi Inc,Supplier,73HY470737,Rajata Sibal,contact@salviinc.com,9946402365,"61, Rau Street, Gopalpur 359073",961494961504,Net 30,05-07-2024,INR 19005865,2,07-11-2024,North Dumdum
VEN922707,Dhillon Inc,Supplier,92RK017698,Vrinda Desai,contact@dhilloninc.com,9107054227,"267, Karnik Circle, Panvel 679850",751908250988,Advance,25-07-2023,INR 21148477,1,27-06-2024,Bally
VEN688897,Dora-Ranganathan,Contractor,72OE240813,Lajita Thakur,contact@dora-ranganathan.com,9556990599,"390, Sarkar Ganj, Hindupur-296952",790326025813,Advance,27-08-2023,INR 29700867,1,18-04-2024,Miryalaguda
VEN556871,Bala-Edwin,Service Provider,86SQ052719,Devansh Date,contact@bala-edwin.com,9534800569,"H.No. 90, Aggarwal Path, Bharatpur-829238",987414136374,Advance,28-09-2023,INR 45039174,3,29-05-2024,Khammam
VEN990487,"Palla, Oak and Devan",Service Provider,10GI787152,Akshay Kurian,"contact@palla,oakanddevan.com",9622550387,"H.No. 44, Swaminathan Nagar, Sri Ganganagar 702052",666564252079,Advance,06-11-2024,INR 47989320,3,15-07-2024,Kota
VEN542420,Sachdev-Vyas,Service Provider,86XA500821,Meghana Nazareth,contact@sachdev-vyas.com,9739840270,"34/852, Gala, Bhimavaram 368133",587627883014,Advance,05-02-2024,INR 40696769,4,30-12-2024,Mira-Bhayandar
VEN756786,"Anne, Bera and Suri",Contractor,06BY602743,Ojasvi Samra,"contact@anne,beraandsuri.com",9211276434,"17/644, Dugar Circle, Phusro-371643",143592084759,Net 45,31-03-2024,INR 33813242,5,17-12-2024,Barasat
VEN604818,Bains-Ganesan,Service Provider,07HX886086,Vivaan Narang,contact@bains-ganesan.com,9526547671,"24/573, Mammen Path, Sambhal-797117",064040224778,Net 60,29-04-2023,INR 585894,5,01-08-2024,Tadepalligudem
VEN274173,"Dass, Dhar and Karpe",Supplier,30ST638047,Alka Palan,"contact@dass,dharandkarpe.com",9000197318,"H.No. 61, Sengupta Ganj, Siwan 786590",998580736244,Advance,05-12-2023,INR 22744993,1,30-12-2024,Ajmer
VEN544507,Viswanathan Inc,Supplier,89JA497436,Advika Bala,contact@viswanathaninc.com,9002634226,"77/14, Babu Path, Udaipur-263941",139865730010,Net 60,19-01-2025,INR 39111288,2,07-01-2025,Bhimavaram
VEN336914,"Yogi, Setty and Kapoor",Contractor,77WZ228806,Zansi Patil,"contact@yogi,settyandkapoor.com",9330522583,"70/81, Vyas, Anand-892747",070439067025,Advance,15-08-2023,INR 20201319,3,26-08-2024,Karimnagar
VEN022318,Kalla-Bakshi,Supplier,39WZ631736,Abhiram Kata,contact@kalla-bakshi.com,9504314369,"36, Kala Circle, Bikaner 347985",778290904663,Net 30,21-12-2023,INR 18512627,1,07-06-2024,Gangtok
VEN518490,Choudhry-Sarin,Consultant,40CR314157,Anvi Varghese,contact@choudhry-sarin.com,9931987992,"H.No. 879, Kaul Circle, Indore-490035",632197506500,Net 30,25-01-2024,INR 14393768,4,12-11-2024,Bilaspur
VEN717237,Sastry and Sons,Contractor,28BZ021100,Omisha Madan,contact@sastryandsons.com,9734285196,"180, Kapur Path, Etawah 227016",284076819379,Net 60,22-09-2023,INR 33498326,4,15-01-2025,Raichur
VEN335273,"Gopal, Bose and Banik",Consultant,46NX533915,Tanmayi Johal,"contact@gopal,boseandbanik.com",9404248094,"34, Patla Circle, Ongole 536533",208520589445,Net 30,24-05-2023,INR 41661157,5,27-03-2024,Raipur
VEN463912,"Vora, Hari and Warrior",Supplier,67QF018000,Yasti Dey,"contact@vora,hariandwarrior.com",9028459704,"12, Goda Chowk, Agartala 633158",438779385201,Net 30,31-10-2023,INR 44619527,4,16-11-2024,Nellore
VEN821124,Murthy-Lata,Supplier,74DD392514,Chanakya Rau,contact@murthy-lata.com,9264570571,"018, Chaudhary Chowk, Cuttack 129144",493856528093,Net 30,07-03-2023,INR 16986603,5,11-03-2024,Raipur
VEN724251,Yadav Group,Supplier,29CO436876,Barkha Kumar,contact@yadavgroup.com,9252620907,"53, Kaur Marg, Phagwara-440871",025876392165,Net 60,31-10-2023,INR 30366051,5,10-07-2024,Anand
VEN454741,Srinivas Group,Contractor,30NU444785,Jeet Dhillon,contact@srinivasgroup.com,9506127998,"90/357, Randhawa Circle, Meerut 836497",570289394372,Advance,08-11-2024,INR 5459318,2,23-11-2024,Kumbakonam
VEN672346,Randhawa-Savant,Supplier,18RY828754,Ijaya Suresh,contact@randhawa-savant.com,9298309563,"16, Sandhu Street, Guntur-761236",475848734462,Net 60,20-09-2024,INR 23854139,1,15-08-2024,Shahjahanpur
VEN841643,Kadakia-Bhat,Consultant,47MU508889,Jack Garg,contact@kadakia-bhat.com,9021316115,"420, Ratta Ganj, Siwan-545275",185178141970,Advance,17-05-2023,INR 6529403,4,17-06-2024,Raiganj
VEN077011,"Bala, Swaminathan and Kashyap",Service Provider,35FK477065,Bachittar Sundaram,"contact@bala,swaminathanandkashyap.com",9676564678,"01/829, Dhar Zila, Hubli–Dharwad 277597",533156323240,Net 60,14-06-2024,INR 27074967,1,03-06-2024,Berhampore
VEN024790,Walia-Parmar,Contractor,36WB621472,Riya Ravi,contact@walia-parmar.com,9520583112,"H.No. 60, Rattan Ganj, Bongaigaon 791812",476411684607,Net 60,15-07-2024,INR 35632265,4,15-02-2025,Gulbarga
VEN773380,Ravel LLC,Contractor,76FU676994,Hamsini Wable,contact@ravelllc.com,9389044200,"H.No. 93, Patel Chowk, Dhanbad-137773",834774910941,Net 45,12-10-2024,INR 27136668,4,05-08-2024,South Dumdum
VEN961099,Buch Group,Service Provider,72DU709098,Yamini Goda,contact@buchgroup.com,9113267966,"39, Prabhu Chowk, Uluberia-225860",177681335508,Net 60,02-02-2024,INR 34718326,1,04-09-2024,Chennai
VEN974676,"Chacko, Nath and Lalla",Contractor,32WI819515,Fariq Mistry,"contact@chacko,nathandlalla.com",9345811818,"63/467, Shanker Nagar, Jalna-235714",575456306306,Advance,14-12-2024,INR 17796684,5,28-11-2024,Jabalpur
VEN382200,Bassi-Salvi,Consultant,59ON513368,Wazir Jayaraman,contact@bassi-salvi.com,9989310835,"48, Deo Zila, Morbi 077792",777233991735,Net 60,05-06-2024,INR 17956287,5,08-02-2025,Udaipur
VEN699643,"Handa, Banerjee and Arya",Contractor,95OA551384,Naksh Murty,"contact@handa,banerjeeandarya.com",9444425792,"H.No. 54, Natarajan, Mysore 581425",605254435931,Net 60,03-01-2025,INR 18500019,2,29-08-2024,Ambala
VEN556659,"Bhat, Choudhary and Thaker",Consultant,12RI825874,Tarak Pau,"contact@bhat,choudharyandthaker.com",9951803539,"53/636, Oza Ganj, Surendranagar Dudhrej 545219",173222269394,Net 60,09-12-2023,INR 27156240,3,16-10-2024,Chinsurah
VEN475602,Patil-Sachdev,Consultant,36CY725528,Gauri Ratti,contact@patil-sachdev.com,9313128789,"66/806, Boase Marg, Tirunelveli-700538",515778240717,Advance,06-06-2023,INR 26502519,2,30-08-2024,Sirsa
VEN033933,Venkatesh-Dugar,Service Provider,92CG952911,Jeremiah Deol,contact@venkatesh-dugar.com,9924960344,"77, Borra Chowk, Gulbarga-160430",630733894693,Net 45,27-07-2023,INR 47912280,5,10-04-2024,Meerut
