Employee ID,First Name,Last Name,Department,Designation,Joining Date,Email,Phone Number,Office Location,Salary,Reporting Manager,Performance Rating,Years of Experience,Education,Emergency Contact
EMP790574,Samuel,Madan,HR,Manager,26-11-2024,samuel.madan@company.com,9851882405,Alwar,INR 346495,Saksham Gara,5,0,MBA,9345664596
EMP797277,Krishna,Om,Marketing,Senior Executive,30-06-2020,krishna.om@company.com,9114706853,Hajipur,INR 74989,Fiyaz Chadha,1,9,B.Sc,9147311805
EMP223377,Ekiya,Parikh,HR,Team Lead,25-07-2023,ekiya.parikh@company.com,9691910509,Chandrapur,INR 1571654,Jagat Sandal,1,5,MBA,9622047898
EMP842813,Harrison,Uppal,HR,Manager,02-06-2024,harrison.uppal@company.com,9671759925,Ghaziabad,INR 528094,Vyanjana Tailor,5,5,B.Com,9905487479
EMP574014,Ekalinga,Taneja,Finance,Associate,15-01-2021,ekalinga.taneja@company.com,9888009652,Phusro,INR 807800,Manbir Upadhyay,1,8,B.Sc,9765609255
EMP747151,Chandani,Patla,Marketing,Senior Executive,27-08-2020,chandani.patla@company.com,9817886335,Serampore,INR 1755225,Sai Morar,4,17,M.Tech,9544511925
EMP398403,Qasim,Choudhury,Operations,Junior Executive,28-11-2023,qasim.choudhury@company.com,9548603301,Pali,INR 1561740,Akshay Ghose,2,19,B.Tech,9507944194
EMP935614,Banjeet,Varma,Marketing,Manager,17-11-2022,banjeet.varma@company.com,9300175255,Sasaram,INR 1650024,Anay Tata,5,12,MBA,9973354208
EMP036100,Naksh,Gill,Operations,Senior Executive,18-05-2021,naksh.gill@company.com,9613247343,Sasaram,INR 1924957,Ekavir Goda,1,16,M.Tech,9412810675
EMP503861,Pooja,Trivedi,Marketing,Team Lead,26-04-2020,pooja.trivedi@company.com,9942991526,Jaipur,INR 645009,Lila Narayan,3,12,M.Tech,9927257593
EMP849939,Urishilla,Dhar,IT,Junior Executive,28-05-2022,urishilla.dhar@company.com,9151321961,Nandyal,INR 1706722,Balveer Pai,2,16,M.Tech,9361978542
EMP025334,Aachal,Chadha,HR,Senior Executive,24-04-2024,aachal.chadha@company.com,9060480666,Rourkela,INR 1173960,Aayush Din,1,10,M.Tech,9348695292
EMP556423,Kabir,Ranganathan,Marketing,Senior Executive,30-09-2020,kabir.ranganathan@company.com,9083635079,Asansol,INR 128687,Odika Raman,2,19,B.Tech,9363858932
EMP842705,Tripti,Chaudhry,IT,Team Lead,02-12-2020,tripti.chaudhry@company.com,9375444412,Vasai-Virar,INR 409862,Dhruv Virk,1,8,B.Tech,9323089639
EMP786190,Gavin,Pandit,IT,Associate,30-11-2022,gavin.pandit@company.com,9243726581,Jhansi,INR 1024108,Oscar Doctor,3,15,B.Tech,9940669003
EMP838935,Darika,Badal,Marketing,Associate,27-12-2021,darika.badal@company.com,9172088197,Haridwar,INR 1726219,Samesh Krish,2,18,MBA,9538547087
EMP739039,Kalpit,Badal,Marketing,Team Lead,21-05-2020,kalpit.badal@company.com,9139951629,Cuttack,INR 855920,Bina Lad,4,13,B.Sc,9927783878
EMP953000,Niharika,Badami,Finance,Team Lead,18-06-2024,niharika.badami@company.com,9673082867,Jehanabad,INR 589702,Neha Doctor,4,12,M.Tech,9932917386
EMP122335,Harinakshi,Panchal,Marketing,Senior Executive,15-06-2020,harinakshi.panchal@company.com,9246190325,Sasaram,INR 1471715,Abhimanyu Dhawan,2,20,B.Sc,9989660073
EMP192256,Arya,Ben,Finance,Team Lead,13-08-2020,arya.ben@company.com,9889831780,Serampore,INR 302175,Mugdha Bala,2,3,B.Com,9755888024
EMP111401,Yasti,Bajaj,IT,Senior Executive,25-12-2022,yasti.bajaj@company.com,9780170768,Gulbarga,INR 550729,Amrita Rama,5,2,B.Sc,9960018923
EMP115212,Ekapad,Bumb,Finance,Junior Executive,05-12-2024,ekapad.bumb@company.com,9675062165,Tumkur,INR 791969,Inaya Mukhopadhyay,4,5,B.Com,9342814992
EMP686207,Janani,Ahuja,Operations,Associate,28-03-2023,janani.ahuja@company.com,9674313572,Ghaziabad,INR 1998078,Mitesh Sura,5,15,B.Sc,9985264716
EMP140910,Eiravati,Virk,Finance,Senior Executive,22-08-2020,eiravati.virk@company.com,9360840407,Sirsa,INR 209977,Pavani Borah,5,0,MBA,9833879014
EMP921855,Alexander,Babu,IT,Associate,10-12-2024,alexander.babu@company.com,9448028581,Sri Ganganagar,INR 1162044,Waida Basu,1,5,MBA,9612389123
EMP140251,Meera,Krishnan,HR,Team Lead,24-11-2020,meera.krishnan@company.com,9404362768,Rohtak,INR 53440,Udyati Gupta,1,1,B.Sc,9108135835
EMP854454,Vasana,Ramaswamy,Operations,Associate,07-03-2020,vasana.ramaswamy@company.com,9846113556,Kottayam,INR 30642,Samarth Soman,1,0,M.Tech,9201856251
EMP122086,Tristan,Sankaran,Finance,Associate,28-10-2021,tristan.sankaran@company.com,9965543960,Rajkot,INR 117837,Krishna Anne,4,17,MBA,9845274831
EMP886632,William,Tella,Marketing,Junior Executive,20-11-2020,william.tella@company.com,9505718883,Dewas,INR 611331,Radha Dara,5,7,M.Tech,9531920158
EMP400321,Wishi,Dube,Operations,Associate,15-07-2020,wishi.dube@company.com,9099115869,Chandrapur,INR 1349460,Anirudh Sinha,3,4,B.Tech,9388039299
EMP676762,Thomas,Patil,IT,Junior Executive,03-09-2024,thomas.patil@company.com,9146952315,Hubli–Dharwad,INR 73461,Jyoti Pandya,4,20,M.Tech,9368588714
EMP736399,Avni,Halder,Operations,Junior Executive,29-10-2021,avni.halder@company.com,9707006602,Gandhidham,INR 1269091,Ladli Jaggi,5,14,M.Tech,9318421756
EMP383360,Indali,Gade,Marketing,Manager,11-07-2021,indali.gade@company.com,9495874426,Sambhal,INR 199006,Elijah Mane,1,12,B.Tech,9464099732
EMP055536,Chaitaly,Sarkar,IT,Team Lead,13-11-2021,chaitaly.sarkar@company.com,9291743423,Jaipur,INR 1129495,Maanav Mandal,1,3,B.Tech,9454573154
EMP557461,Wridesh,Aggarwal,IT,Manager,27-07-2024,wridesh.aggarwal@company.com,9372405617,Naihati,INR 785232,Laban Bhatnagar,2,15,B.Com,9498315656
EMP133087,Ekanta,Goyal,HR,Team Lead,27-01-2021,ekanta.goyal@company.com,9328169910,Katni,INR 1253471,Ishanvi Boase,2,19,B.Com,9835449629
EMP787285,Sanya,Varma,HR,Team Lead,14-01-2022,sanya.varma@company.com,9632770879,Unnao,INR 1572398,Tristan Manne,2,1,M.Tech,9739345446
EMP533502,Peter,Barman,HR,Team Lead,17-08-2023,peter.barman@company.com,9684749580,Bhavnagar,INR 576379,Alexander Sachdeva,5,6,M.Tech,9934779335
EMP406423,Bishakha,Mohan,Finance,Manager,14-08-2022,bishakha.mohan@company.com,9135323425,Allahabad,INR 1838103,Madhavi Saxena,1,7,B.Sc,9115331869
EMP150018,Yahvi,Date,HR,Senior Executive,20-06-2020,yahvi.date@company.com,9231286238,Bhalswa Jahangir Pur,INR 1498831,Faras Vohra,3,10,B.Tech,9867639879
EMP391189,Indira,Verma,HR,Team Lead,13-06-2024,indira.verma@company.com,9509385944,Ichalkaranji,INR 155195,Mohini Kala,4,19,B.Sc,9245450624
EMP579491,Darsh,Doctor,Marketing,Team Lead,09-11-2024,darsh.doctor@company.com,9525870959,Shahjahanpur,INR 439291,Teerth Rastogi,1,16,MBA,9211553740
EMP505976,Lipika,Biswas,Finance,Team Lead,31-08-2022,lipika.biswas@company.com,9604480982,Dibrugarh,INR 1868957,Niharika Pradhan,1,13,B.Tech,9709477338
EMP513805,Raksha,Atwal,Marketing,Associate,08-10-2021,raksha.atwal@company.com,9917457639,Alwar,INR 1049210,Aashi Master,1,13,M.Tech,9570706339
EMP170021,Aarna,Chander,IT,Senior Executive,22-09-2021,aarna.chander@company.com,9937529767,Kulti,INR 511327,Barkha Sem,4,11,B.Tech,9007499933
EMP168998,Riya,Vasa,IT,Senior Executive,08-03-2022,riya.vasa@company.com,9384763601,Anantapuram,INR 1139476,Jagrati Saxena,5,19,B.Sc,9954326403
EMP344982,Frado,Bhatnagar,Marketing,Senior Executive,03-02-2024,frado.bhatnagar@company.com,9615194351,Chandrapur,INR 1702714,Wakeeta Hayer,2,12,B.Tech,9834606379
EMP546529,Orinder,Parmer,HR,Associate,09-08-2020,orinder.parmer@company.com,9506922095,Bharatpur,INR 1314142,Omisha Kumer,1,3,B.Sc,9969107934
EMP427547,Ryan,Chander,Finance,Team Lead,06-03-2021,ryan.chander@company.com,9835029349,Gudivada,INR 1381302,Oeshi Bala,2,17,B.Tech,9780756633
EMP598638,Devika,Sunder,Marketing,Senior Executive,07-09-2023,devika.sunder@company.com,9812054043,Khammam,INR 850364,Ishani Bains,4,18,MBA,9404594235
EMP462303,Anusha,Lalla,IT,Associate,22-09-2024,anusha.lalla@company.com,9368962540,Raiganj,INR 1983438,Krish Misra,1,3,M.Tech,9103106767
EMP181320,Nathaniel,Pai,Marketing,Junior Executive,26-05-2021,nathaniel.pai@company.com,9356465374,Imphal,INR 1814511,Vedhika Loke,4,7,M.Tech,9946029797
EMP057209,Oviya,Tailor,Operations,Associate,23-10-2021,oviya.tailor@company.com,9529389299,Dehri,INR 1852507,Jagvi Trivedi,3,8,MBA,9187326651
EMP370125,Aditya,Koshy,HR,Junior Executive,12-05-2023,aditya.koshy@company.com,9053722795,South Dumdum,INR 1782314,Baljiwan Bail,5,17,M.Tech,9996873015
EMP363029,Kiaan,Contractor,Finance,Senior Executive,08-04-2023,kiaan.contractor@company.com,9296487427,Ghaziabad,INR 1576860,Saumya Arya,1,17,B.Sc,9847127466
EMP900966,Yashawini,Sani,Marketing,Team Lead,02-10-2022,yashawini.sani@company.com,9590616653,Eluru,INR 92312,Vasatika Samra,2,14,M.Tech,9114943467
EMP936192,Henry,Aurora,Operations,Junior Executive,18-01-2023,henry.aurora@company.com,9877766275,Patiala,INR 256082,Parth Shroff,5,11,B.Sc,9434240893
EMP269013,Anika,Lal,IT,Associate,06-12-2020,anika.lal@company.com,9282342673,Ballia,INR 293451,Chakradhar Sharaf,1,4,B.Tech,9011282910
EMP608739,Harita,Subramaniam,Marketing,Junior Executive,08-01-2021,harita.subramaniam@company.com,9528004357,Shahjahanpur,INR 716226,Vedhika Sarna,3,0,B.Com,9441484029
EMP326407,Nathan,Tata,Operations,Junior Executive,03-03-2024,nathan.tata@company.com,9622786530,Satna,INR 532756,Zashil Kara,2,12,B.Sc,9002723462
EMP029934,Pranav,Lal,IT,Manager,18-09-2023,pranav.lal@company.com,9565863120,Karimnagar,INR 684739,Harinakshi Karan,4,13,MBA,9297922739
EMP849716,Yashoda,Varty,Finance,Senior Executive,09-03-2021,yashoda.varty@company.com,9405485989,Kumbakonam,INR 1489287,Ishanvi Khosla,4,0,M.Tech,9291176762
EMP382176,Zinal,Mammen,HR,Senior Executive,25-02-2024,zinal.mammen@company.com,9146969333,Darbhanga,INR 829464,Ryan Radhakrishnan,1,8,B.Sc,9311734635
EMP449229,Dominic,Dora,Marketing,Junior Executive,14-06-2022,dominic.dora@company.com,9207395701,Jammu,INR 491593,Xiti Jaggi,3,13,B.Com,9320070632
EMP033994,Jack,Pai,Finance,Team Lead,08-10-2023,jack.pai@company.com,9406173995,Gulbarga,INR 1574483,Jason Deshmukh,1,10,B.Com,9433613362
EMP255373,Onveer,Uppal,Operations,Associate,06-01-2022,onveer.uppal@company.com,9502020469,Hajipur,INR 863930,Jagvi Ganguly,2,5,B.Tech,9669024966
EMP276926,Alka,Shetty,Finance,Associate,12-03-2024,alka.shetty@company.com,9209089054,Sambhal,INR 954595,Gagan Trivedi,2,12,B.Com,9158983073
EMP581301,Owen,Ben,IT,Junior Executive,12-05-2021,owen.ben@company.com,9739540207,Fatehpur,INR 509767,Vedant Loyal,3,7,B.Sc,9779070554
EMP454934,Bhavna,Bera,Operations,Manager,05-10-2023,bhavna.bera@company.com,9261105368,Durg,INR 253809,Indira Vig,3,10,B.Tech,9576984554
EMP959012,Krishna,Rajagopal,Finance,Senior Executive,04-02-2024,krishna.rajagopal@company.com,9063300147,Mumbai,INR 101193,Gaurangi Anne,2,17,B.Tech,9536417706
EMP172490,Qarin,Chaudhuri,HR,Associate,14-09-2021,qarin.chaudhuri@company.com,9322381734,Aurangabad,INR 1957052,Bhavya Wable,3,20,B.Tech,9426588394
EMP640694,Aditya,Borde,Operations,Manager,05-04-2021,aditya.borde@company.com,9522046450,Shimla,INR 251017,Turvi Tella,2,20,B.Tech,9280958504
EMP314998,Vaishnavi,Patel,Finance,Team Lead,25-10-2022,vaishnavi.patel@company.com,9498887476,Sambalpur,INR 154866,Zayyan Kunda,2,3,B.Tech,9596988724
EMP693499,Arjun,Upadhyay,Marketing,Team Lead,03-06-2023,arjun.upadhyay@company.com,9951793089,Nadiad,INR 614670,Damyanti Bora,5,15,MBA,9662053106
EMP509678,Lakshit,Panchal,Finance,Manager,18-02-2022,lakshit.panchal@company.com,9211043726,Delhi,INR 658627,Nitesh Magar,5,10,B.Sc,9482821543
EMP680395,Harrison,Grewal,HR,Team Lead,05-02-2025,harrison.grewal@company.com,9361322205,Kanpur,INR 684949,Sathvik Sood,3,2,B.Com,9205072323
EMP018334,Jalsa,Ray,HR,Junior Executive,09-03-2022,jalsa.ray@company.com,9486614685,Akola,INR 537702,Kabir Sandal,2,18,B.Sc,9802169489
EMP173600,Nachiket,Radhakrishnan,IT,Associate,15-09-2020,nachiket.radhakrishnan@company.com,9711773216,Patna,INR 689377,Yoshita Chadha,1,0,B.Tech,9749168894
EMP206168,Gunbir,Palla,IT,Junior Executive,09-03-2022,gunbir.palla@company.com,9586064757,Surat,INR 1516288,Vasana Lall,3,20,B.Tech,9224074640
EMP766687,Keya,Bassi,Marketing,Senior Executive,25-02-2020,keya.bassi@company.com,9326226977,Vellore,INR 1257137,Amara Bobal,1,10,M.Tech,9799919544
EMP384831,Kashvi,Dewan,Finance,Junior Executive,03-12-2024,kashvi.dewan@company.com,9937871632,Sasaram,INR 1215390,Kabir Sani,1,13,B.Tech,9284325281
EMP802126,Gautami,Sant,Finance,Associate,15-12-2022,gautami.sant@company.com,9593940001,Madhyamgram,INR 1770085,Indrajit Bassi,3,10,B.Tech,9772195519
EMP860390,Bhanumati,Shenoy,HR,Senior Executive,24-12-2020,bhanumati.shenoy@company.com,9480112460,Machilipatnam,INR 789582,Manbir Dhingra,1,0,M.Tech,9257925901
EMP413971,Indrajit,Madan,IT,Team Lead,15-04-2024,indrajit.madan@company.com,9844797368,Nashik,INR 400368,Umang Tiwari,5,14,B.Sc,9898050865
EMP584510,Amara,Bakshi,Operations,Senior Executive,02-08-2021,amara.bakshi@company.com,9242212787,Bongaigaon,INR 1590832,Kai Swaminathan,4,19,MBA,9748984350
EMP457477,Darsh,Bansal,Operations,Manager,25-07-2021,darsh.bansal@company.com,9776487292,Bidhannagar,INR 1201991,Dayita Chauhan,3,17,B.Sc,9747189546
EMP462016,Vinaya,Balan,IT,Manager,19-01-2025,vinaya.balan@company.com,9776168352,Rourkela,INR 421090,Charvi Goda,2,16,B.Sc,9857586223
EMP564562,Vansha,Lalla,Finance,Associate,02-04-2020,vansha.lalla@company.com,9898205954,Karawal Nagar,INR 1073486,Sudiksha Sahni,1,9,B.Sc,9017058316
EMP591063,Aadi,Chana,HR,Team Lead,09-04-2022,aadi.chana@company.com,9820496039,Madanapalle,INR 1606747,Jagat Bhardwaj,2,14,B.Tech,9631524210
EMP060830,Benjamin,Tak,Finance,Junior Executive,08-07-2021,benjamin.tak@company.com,9913823608,Vadodara,INR 1388329,Saumya Goswami,3,4,B.Tech,9627534295
EMP305609,George,Chadha,HR,Team Lead,01-05-2021,george.chadha@company.com,9632503572,Burhanpur,INR 1755269,Hema Varty,3,20,B.Com,9344657155
EMP610008,Wyatt,Nazareth,Operations,Senior Executive,06-10-2023,wyatt.nazareth@company.com,9845372537,Darbhanga,INR 555275,Zinal Seth,2,7,MBA,9556839172
EMP167769,Ekansh,Kannan,HR,Manager,24-06-2023,ekansh.kannan@company.com,9882013698,Korba,INR 690539,Inaya Naidu,2,1,B.Tech,9537879907
EMP968582,Max,Merchant,IT,Senior Executive,26-03-2020,max.merchant@company.com,9571964147,Ramagundam,INR 51273,Vanya Verma,5,18,B.Com,9648347432
EMP973898,Chasmum,Gera,Operations,Junior Executive,13-03-2024,chasmum.gera@company.com,9050455852,Chennai,INR 605216,Jatin Vig,1,6,B.Tech,9042602919
EMP595167,Charles,Pai,Finance,Manager,30-09-2021,charles.pai@company.com,9998672983,Jodhpur,INR 295651,Bhavna Thakkar,2,19,M.Tech,9272605494
EMP293480,Jacob,Handa,Operations,Senior Executive,01-10-2024,jacob.handa@company.com,9214316200,Nellore,INR 1603242,Harsh Biswas,5,4,MBA,9285713321
EMP307110,Forum,Rajan,HR,Junior Executive,20-03-2022,forum.rajan@company.com,9742555844,Barasat,INR 1030536,Chameli Pal,5,12,B.Sc,9863678226
EMP039303,Lakshmi,Arora,Marketing,Junior Executive,05-07-2020,lakshmi.arora@company.com,9407602707,North Dumdum,INR 729756,Ishanvi Buch,3,20,B.Sc,9996995564
EMP366933,Adya,Loyal,HR,Senior Executive,28-11-2022,adya.loyal@company.com,9653248254,Tadipatri,INR 395852,Nathaniel Wali,2,4,MBA,9539875034
EMP459140,Peter,Bassi,Finance,Manager,28-05-2023,peter.bassi@company.com,9581262486,Machilipatnam,INR 194079,Chasmum Mutti,1,18,B.Tech,9447333397
EMP480173,Peter,Dhillon,Operations,Team Lead,17-02-2025,peter.dhillon@company.com,9730310117,Gulbarga,INR 1916889,Pranit Ganesan,3,18,B.Tech,9654901863
EMP558203,Lila,Mani,Marketing,Junior Executive,02-03-2021,lila.mani@company.com,9032790472,Latur,INR 191342,Advaith Kunda,2,5,B.Tech,9420280087
EMP949481,Imaran,Choudhary,Marketing,Manager,14-06-2024,imaran.choudhary@company.com,9021782191,Serampore,INR 1708789,Suhani Suri,2,11,B.Com,9187724398
EMP523732,Dhruv,Lata,Finance,Manager,31-03-2024,dhruv.lata@company.com,9326199656,Etawah,INR 66569,Hema Suri,5,7,B.Com,9061335166
EMP423028,Janya,Agrawal,HR,Senior Executive,20-04-2023,janya.agrawal@company.com,9618117496,Kulti,INR 1578769,Abhimanyu Dhawan,4,12,B.Tech,9389047753
EMP073005,Unni,Mani,HR,Associate,05-12-2023,unni.mani@company.com,9488304361,Phagwara,INR 1957853,Vivaan Boase,4,15,B.Sc,9319024562
EMP778229,Arya,Agate,HR,Manager,18-04-2023,arya.agate@company.com,9684562007,Satara,INR 111426,Falan Prabhakar,4,3,B.Tech,9009256590
EMP161220,Sneha,Dalal,HR,Team Lead,03-04-2021,sneha.dalal@company.com,9104927856,Mangalore,INR 1868347,Upkaar Manda,5,9,B.Tech,9126965600
EMP810654,Warjas,Pant,HR,Manager,17-09-2020,warjas.pant@company.com,9687519393,Howrah,INR 1058592,Ishaan Pradhan,2,11,M.Tech,9980749311
EMP097840,Chaaya,Mallick,Marketing,Manager,03-12-2021,chaaya.mallick@company.com,9649789235,Bhagalpur,INR 1830531,Logan Agrawal,1,7,B.Com,9015874391
EMP281254,Irya,Rao,HR,Associate,02-04-2023,irya.rao@company.com,9544835359,Kochi,INR 650654,Chaitanya Bora,4,20,B.Tech,9111677853
EMP685665,Michael,Pau,HR,Manager,26-04-2023,michael.pau@company.com,9647343261,Parbhani,INR 736713,Rushil Patla,4,11,B.Sc,9077785631
EMP967314,Yashvi,Joshi,IT,Associate,27-07-2023,yashvi.joshi@company.com,9234954313,Howrah,INR 1727554,Fiyaz Malhotra,2,5,B.Sc,9837565861
EMP110523,Samaksh,Bhasin,Finance,Team Lead,17-02-2024,samaksh.bhasin@company.com,9322602847,Bathinda,INR 831416,Omkaar Wagle,1,13,B.Tech,9528433636
EMP189271,Mohini,Khatri,HR,Team Lead,09-10-2020,mohini.khatri@company.com,9053324034,Ichalkaranji,INR 782862,Falguni Bedi,5,1,MBA,9153651918
EMP097039,Gavin,Nazareth,IT,Associate,24-07-2021,gavin.nazareth@company.com,9635930445,Nagercoil,INR 1232841,Ranveer Bhandari,4,20,MBA,9254280380
EMP245569,Dayita,Issac,Marketing,Team Lead,14-03-2020,dayita.issac@company.com,9779212003,Ballia,INR 270587,Om Oommen,5,1,B.Tech,9983028800
EMP646528,Dominic,Kamdar,Operations,Senior Executive,05-07-2022,dominic.kamdar@company.com,9996320848,Phagwara,INR 1245318,Bhavna Kibe,5,8,M.Tech,9665155486
EMP725411,Vedhika,Sood,IT,Senior Executive,04-03-2023,vedhika.sood@company.com,9847491072,Anantapur,INR 475945,Anirudh Ramachandran,5,16,B.Tech,9969704711
EMP452033,Chakradev,Brar,Finance,Manager,14-04-2024,chakradev.brar@company.com,9293605886,Rajahmundry,INR 286428,Nirja Narayan,4,1,B.Com,9535182457
EMP546463,Idika,Chaudhari,Finance,Associate,03-04-2024,idika.chaudhari@company.com,9500911578,Siwan,INR 313655,Pavani Dalal,2,4,B.Sc,9373137756
EMP248770,Bhavna,Kumar,Marketing,Junior Executive,13-02-2021,bhavna.kumar@company.com,9489429424,Asansol,INR 1053100,Yashodhara Char,1,10,B.Tech,9930861677
EMP681763,Aadhya,Baria,HR,Senior Executive,15-01-2022,aadhya.baria@company.com,9159534752,Aurangabad,INR 440040,Neha Virk,4,17,B.Tech,9401541606
EMP692433,Vedant,Mittal,IT,Manager,15-11-2024,vedant.mittal@company.com,9377824445,Aurangabad,INR 1335753,Aarini Sandal,3,18,B.Com,9211466211
EMP058870,Dalaja,Lall,HR,Senior Executive,02-07-2022,dalaja.lall@company.com,9494428716,Ongole,INR 1573451,Damyanti Lanka,5,14,B.Com,9821680242
EMP113636,Jasmit,Bora,Finance,Junior Executive,29-04-2024,jasmit.bora@company.com,9726267720,Siliguri,INR 1338919,Falguni Dora,3,9,B.Sc,9598467661
EMP715682,Warda,Nazareth,Marketing,Team Lead,11-12-2024,warda.nazareth@company.com,9310662513,Raiganj,INR 164400,Akshay Kara,4,2,B.Tech,9880240286
EMP474850,Warhi,Verma,Marketing,Junior Executive,18-01-2021,warhi.verma@company.com,9757857706,Shimoga,INR 1400132,Wakeeta Chad,4,12,MBA,9191460716
EMP841102,Ubika,Khalsa,HR,Associate,27-10-2022,ubika.khalsa@company.com,9756282465,Tirupati,INR 82870,Vaishnavi Seshadri,5,12,M.Tech,9946363787
EMP511177,Charan,Misra,Operations,Manager,17-03-2020,charan.misra@company.com,9980084466,Bhiwandi,INR 1338407,Diya Reddy,3,6,MBA,9816198968
EMP655477,Charan,Sengupta,Operations,Associate,30-10-2022,charan.sengupta@company.com,9631725652,Ramgarh,INR 1177229,Ekantika Murty,1,0,M.Tech,9719591818
EMP505050,Divya,Din,Finance,Team Lead,13-04-2022,divya.din@company.com,9721657373,Berhampur,INR 1802963,Liam Rana,2,2,MBA,9598184613
EMP540602,Oeshi,Bava,Finance,Manager,14-09-2022,oeshi.bava@company.com,9767975421,Ujjain,INR 1287391,Radha Kuruvilla,2,15,B.Tech,9115625417
EMP875314,Chameli,Edwin,HR,Senior Executive,12-10-2024,chameli.edwin@company.com,9069349439,Sambhal,INR 1887604,Upma Prakash,4,16,M.Tech,9059400972
EMP047724,Dominic,Ben,Operations,Manager,25-02-2023,dominic.ben@company.com,9608342745,Kirari Suleman Nagar,INR 1628661,Harshil Rana,5,13,B.Sc,9557685210
EMP153346,Noah,Kulkarni,Operations,Manager,21-06-2021,noah.kulkarni@company.com,9259918400,Loni,INR 924076,Lipika Menon,3,9,B.Sc,9272701419
EMP043847,Varsha,Walla,HR,Associate,30-07-2021,varsha.walla@company.com,9954351477,Nangloi Jat,INR 1892752,Keya Nigam,3,16,MBA,9451823506
EMP719812,Upkaar,Lata,Operations,Associate,23-12-2020,upkaar.lata@company.com,9058279233,Sultan Pur Majra,INR 366187,Pallavi Din,1,18,M.Tech,9957389565
EMP118915,Priya,Sood,Operations,Junior Executive,05-11-2020,priya.sood@company.com,9413827323,Chandrapur,INR 954042,Keya Sodhi,5,1,B.Tech,9028549401
EMP107482,Daksh,Edwin,HR,Associate,02-02-2023,daksh.edwin@company.com,9892763876,Gangtok,INR 1957922,Sudiksha Bala,4,6,B.Tech,9582243455
EMP750656,Hardik,Ram,Finance,Manager,25-09-2023,hardik.ram@company.com,9655416716,Rohtak,INR 658449,Gaurav Tara,3,11,B.Tech,9373460111
EMP505337,George,Patil,Marketing,Associate,25-04-2022,george.patil@company.com,9020236757,Bhimavaram,INR 1346320,Sathvik Reddy,5,14,B.Com,9848495523
EMP492014,Damyanti,Vaidya,Finance,Associate,24-01-2024,damyanti.vaidya@company.com,9489204032,Hosur,INR 210909,Harini Narain,2,12,B.Tech,9114138035
EMP422471,Wazir,Raj,IT,Manager,12-04-2020,wazir.raj@company.com,9818886123,Burhanpur,INR 677502,Rayaan Bahl,1,0,M.Tech,9244647308
EMP442565,Dev,Dhar,IT,Junior Executive,27-03-2024,dev.dhar@company.com,9217532127,Miryalaguda,INR 1109415,Laban Patil,5,7,MBA,9855726966
EMP629686,Azad,Gade,Operations,Associate,10-09-2020,azad.gade@company.com,9631286717,Thanjavur,INR 1007186,Ijaya Basak,5,8,B.Tech,9096402022
EMP788737,Girindra,Sen,Marketing,Team Lead,20-04-2020,girindra.sen@company.com,9550758637,Raurkela Industrial Township,INR 1544746,Isha Walia,2,1,B.Tech,9829667079
EMP761255,Owen,Menon,Operations,Team Lead,24-05-2024,owen.menon@company.com,9439991521,Amroha,INR 1439730,Farhan Gara,1,11,B.Com,9674712250
EMP247096,Shivani,Kala,Marketing,Associate,13-11-2023,shivani.kala@company.com,9042833609,Raiganj,INR 1997989,Lekha Arora,1,15,B.Tech,9726260647
EMP990968,Tristan,Thakur,IT,Associate,29-10-2024,tristan.thakur@company.com,9287759424,Kota,INR 952092,Ikbal Nanda,5,0,B.Tech,9662230079
EMP483456,Onkar,Rege,Operations,Manager,16-11-2023,onkar.rege@company.com,9023813261,Bhalswa Jahangir Pur,INR 240744,Anusha Tak,1,5,B.Com,9559576610
EMP887699,Arya,Chana,Marketing,Team Lead,19-02-2023,arya.chana@company.com,9258536459,Patna,INR 1091086,Harshil Thakkar,3,17,MBA,9657606381
EMP058148,Kashish,Naik,Operations,Team Lead,13-06-2024,kashish.naik@company.com,9789414523,Miryalaguda,INR 615484,Agastya Setty,3,16,MBA,9174151962
EMP955701,Madhavi,Mahal,IT,Team Lead,19-02-2024,madhavi.mahal@company.com,9682119301,Bharatpur,INR 1967931,Vivaan Ahuja,3,10,B.Sc,9532510919
EMP514193,Hemani,Verma,Finance,Team Lead,13-04-2024,hemani.verma@company.com,9408924239,Saharsa,INR 952375,Mohini Sekhon,5,13,B.Tech,9296075879
EMP091284,Devansh,Bansal,Operations,Junior Executive,16-07-2022,devansh.bansal@company.com,9109234993,Pune,INR 370670,Peter Bava,1,13,M.Tech,9087891765
EMP995474,Veer,Sur,Finance,Manager,05-04-2023,veer.sur@company.com,9308893773,Ambala,INR 1614037,Naksh Patel,1,15,B.Com,9055621743
EMP497006,Baljiwan,Mohan,HR,Senior Executive,27-10-2020,baljiwan.mohan@company.com,9251418951,Raurkela Industrial Township,INR 1537317,Nandini Ravel,3,13,MBA,9963303205
EMP326351,Balvan,Loke,Finance,Senior Executive,08-03-2022,balvan.loke@company.com,9109577169,Ballia,INR 1252797,Timothy Rau,4,18,M.Tech,9890675614
EMP942882,William,Dhingra,Operations,Associate,13-07-2021,william.dhingra@company.com,9397229069,Farrukhabad,INR 453528,Kavya Karpe,2,4,MBA,9223828909
EMP025572,Christopher,Seshadri,Operations,Associate,26-11-2023,christopher.seshadri@company.com,9302093863,Kurnool,INR 1418518,Omaja Bal,5,11,B.Tech,9401756408
